contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
TC21_NODE_18_length_396771_cov_6.479846_fragment_5	43910	No	NA	56	17	2	Medium-quality	Genome-fragment	56.73	HMM-based (lower-bound)	0.0	1.0	
TC28_NODE_390_length_9361_cov_0.890838	9361	No	NA	14	10	0	Low-quality	Genome-fragment	15.64	HMM-based (lower-bound)	0.0	1.0	
TC48_NODE_10_length_688333_cov_2.601362_fragment_10	14414	Yes	5782	19	4	3	Low-quality	Genome-fragment	5.01	HMM-based (lower-bound)	59.89	1.0	
TC29_NODE_1152_length_7001_cov_17.752546	7001	No	NA	8	1	0	Low-quality	Genome-fragment	6.56	HMM-based (lower-bound)	0.0	1.0	low-confidence ITR
TC8_NODE_37_length_248517_cov_8.354849_fragment_1	57179	Yes	38922	77	18	12	Medium-quality	Genome-fragment	66.72	HMM-based (lower-bound)	31.93	1.0	
TC6_NODE_106_length_77444_cov_186.352975	77444	Yes	72776	76	7	6	Complete	High-quality	100.0	DTR (high-confidence)	6.03	1.02	
TC2_NODE_207_length_109300_cov_1.932841_fragment_1	12480	No	NA	21	1	3	Low-quality	Genome-fragment	10.17	HMM-based (lower-bound)	0.0	1.0	
TC2_NODE_207_length_109300_cov_1.932841_fragment_2	28684	No	NA	34	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TC42_NODE_33_length_406797_cov_2.329609_fragment_1	12197	No	NA	16	11	0	Low-quality	Genome-fragment	24.12	HMM-based (lower-bound)	0.0	1.0	
TC16_NODE_101_length_52188_cov_20.015117_fragment_1	31644	Yes	17302	33	12	7	Low-quality	Genome-fragment	22.94	HMM-based (lower-bound)	45.32	1.0	
TC25_k99_10258_fragment_29	20867	No	NA	23	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TC25_k99_10258_fragment_22	44581	No	NA	74	16	0	Medium-quality	Genome-fragment	55.84	HMM-based (lower-bound)	0.0	1.0	
TC25_k99_10258_fragment_21	30164	No	NA	52	7	1	Low-quality	Genome-fragment	24.14	HMM-based (lower-bound)	0.0	1.0	
TC25_k99_10258_fragment_1	13463	No	NA	14	1	1	Low-quality	Genome-fragment	6.6	HMM-based (lower-bound)	0.0	1.0	
TC21_NODE_229_length_45088_cov_6.685527	45088	Yes	41992	58	19	2	Medium-quality	Genome-fragment	55.88	HMM-based (lower-bound)	6.87	1.0	
TC32_NODE_43_length_498111_cov_10.817655_fragment_3	52440	Yes	44824	73	17	3	Medium-quality	Genome-fragment	65.93	HMM-based (lower-bound)	14.52	1.0	
TC44_NODE_12_length_802540_cov_6.386569_fragment_4	21897	Yes	14423	21	8	4	Low-quality	Genome-fragment	27.87	HMM-based (lower-bound)	34.13	1.0	
TC44_NODE_12_length_802540_cov_6.386569_fragment_1	8303	No	NA	8	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TC44_NODE_12_length_802540_cov_6.386569_fragment_6	17480	No	NA	16	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TC5_NODE_271_length_12972_cov_2.150564	12972	No	NA	19	4	1	Low-quality	Genome-fragment	15.94	HMM-based (lower-bound)	0.0	1.0	
TC24_NODE_1253_length_5145_cov_1.083499	5145	No	NA	6	3	0	Low-quality	Genome-fragment	8.87	HMM-based (lower-bound)	0.0	1.0	
TC9_NODE_317_length_47598_cov_3.657791	47598	Yes	41097	62	24	4	High-quality	High-quality	90.86	HMM-based (lower-bound)	13.66	1.0	
TC22_k99_3417	12661	No	NA	15	3	0	Low-quality	Genome-fragment	20.03	HMM-based (lower-bound)	0.0	1.0	
TC25_k99_2613_fragment_1	44707	No	NA	66	19	2	Medium-quality	Genome-fragment	57.09	HMM-based (lower-bound)	0.0	1.0	
TC41_NODE_7_length_338930_cov_6.437213_fragment_2	24380	Yes	18568	30	10	5	Low-quality	Genome-fragment	25.0	HMM-based (lower-bound)	23.84	1.0	
TC36_NODE_1406_length_6212_cov_1.443878	6212	No	NA	10	4	0	Low-quality	Genome-fragment	9.08	HMM-based (lower-bound)	0.0	1.0	
TC21_NODE_202_length_53415_cov_6.288489	53415	No	NA	74	22	1	Medium-quality	Genome-fragment	86.35	HMM-based (lower-bound)	0.0	1.0	
TC31_NODE_808_length_9471_cov_0.913527	9471	No	NA	12	4	1	Low-quality	Genome-fragment	9.61	HMM-based (lower-bound)	0.0	1.0	
TC30_NODE_47_length_154128_cov_1.918189_fragment_2	43491	Yes	39327	47	14	9	Medium-quality	Genome-fragment	69.18	HMM-based (lower-bound)	9.57	1.0	
TC30_NODE_47_length_154128_cov_1.918189_fragment_1	20597	No	NA	31	3	4	Low-quality	Genome-fragment	28.42	HMM-based (lower-bound)	0.0	1.0	
TC22_k99_6478	7120	Yes	5341	7	4	1	Low-quality	Genome-fragment	5.42	HMM-based (lower-bound)	24.99	1.0	
TC5_NODE_281_length_11537_cov_1.264505	11537	No	NA	15	3	0	Low-quality	Genome-fragment	12.22	HMM-based (lower-bound)	0.0	1.01	low-confidence DTR
TC22_k99_29245_fragment_5	45345	Yes	41404	60	13	4	Medium-quality	Genome-fragment	81.74	HMM-based (lower-bound)	8.69	1.0	
TC21_NODE_330_length_28926_cov_1.584673	28926	No	NA	30	7	0	Medium-quality	Genome-fragment	54.82	HMM-based (lower-bound)	0.0	1.0	
TC7_NODE_241_length_60815_cov_847.333756_fragment_2	10514	No	NA	13	3	1	Low-quality	Genome-fragment	17.72	HMM-based (lower-bound)	0.0	1.0	
TC7_NODE_241_length_60815_cov_847.333756_fragment_1	34662	Yes	30064	46	3	5	Low-quality	Genome-fragment	41.12	HMM-based (lower-bound)	13.27	1.0	
TC31_NODE_17_length_607946_cov_7.763028_fragment_6	17248	No	NA	18	9	1	Low-quality	Genome-fragment	33.07	HMM-based (lower-bound)	0.0	1.0	
TC11_NODE_10_length_508707_cov_5.912515_fragment_2	40150	No	NA	54	16	0	Medium-quality	Genome-fragment	54.22	HMM-based (lower-bound)	0.0	1.0	
TC24_NODE_86_length_236796_cov_28.047412_fragment_1	51856	Yes	46674	79	24	7	Medium-quality	Genome-fragment	84.35	HMM-based (lower-bound)	9.99	1.0	
TC29_NODE_243_length_91270_cov_12.433198_fragment_1	20546	No	NA	26	11	0	Low-quality	Genome-fragment	40.7	HMM-based (lower-bound)	0.0	1.0	
TC17_NODE_52_length_68826_cov_3.980145_fragment_2	27813	Yes	15865	35	3	6	Low-quality	Genome-fragment	25.79	HMM-based (lower-bound)	42.96	1.0	low-confidence Provirus
TC21_NODE_637_length_11426_cov_5.489955	11426	No	NA	17	7	0	Low-quality	Genome-fragment	18.7	HMM-based (lower-bound)	0.0	1.0	
TC4_NODE_31_length_117274_cov_19.763639_fragment_1	54283	Yes	29290	55	11	7	Low-quality	Genome-fragment	41.33	HMM-based (lower-bound)	46.04	1.0	
TC16_NODE_28_length_243043_cov_80.738576_fragment_3	41202	No	NA	55	15	2	Low-quality	Genome-fragment	49.17	HMM-based (lower-bound)	0.0	1.0	
TC23_NODE_18_length_579483_cov_3.554424_fragment_3	68738	Yes	56212	94	28	9	Medium-quality	Genome-fragment	65.28	HMM-based (lower-bound)	18.22	1.0	low-confidence Provirus
TC22_k99_15394_fragment_1	26450	Yes	21926	27	9	4	Low-quality	Genome-fragment	40.58	HMM-based (lower-bound)	17.1	1.0	
TC31_NODE_1062_length_7892_cov_1.368448	7892	Yes	4216	5	2	1	Low-quality	Genome-fragment	4.91	HMM-based (lower-bound)	46.58	1.0	
TC30_NODE_164_length_38945_cov_1.826163	38945	Yes	31131	48	12	4	Low-quality	Genome-fragment	37.31	HMM-based (lower-bound)	20.06	1.0	
TC7_NODE_535_length_11407_cov_1.278103	11407	No	NA	23	6	1	Low-quality	Genome-fragment	16.69	HMM-based (lower-bound)	0.0	1.0	
TC9_NODE_61_length_299985_cov_3.877866_fragment_4	25906	No	NA	30	1	6	Low-quality	Genome-fragment	2.34	HMM-based (lower-bound)	0.0	1.0	
TC9_NODE_61_length_299985_cov_3.877866_fragment_6	37195	No	NA	50	5	2	Medium-quality	Genome-fragment	50.81	HMM-based (lower-bound)	0.0	1.0	
TC43_NODE_43_length_303151_cov_2.146269_fragment_1	18953	Yes	10346	19	8	4	Low-quality	Genome-fragment	20.18	HMM-based (lower-bound)	45.41	1.0	
TC21_NODE_364_length_25009_cov_5.522225	25009	Yes	23611	32	13	2	Low-quality	Genome-fragment	33.78	HMM-based (lower-bound)	5.59	1.0	
TC42_NODE_19_length_673784_cov_3.620415_fragment_4	14050	No	NA	17	7	1	Low-quality	Genome-fragment	27.96	HMM-based (lower-bound)	0.0	1.0	
TC1_NODE_107_length_274714_cov_54.187747_fragment_4	35831	No	NA	19	1	3	Low-quality	Genome-fragment	31.87	HMM-based (lower-bound)	0.0	1.01	
TC46_NODE_1210_length_5326_cov_40.236392	5326	No	NA	9	1	0	Low-quality	Genome-fragment	6.13	HMM-based (lower-bound)	0.0	1.0	
TC5_NODE_160_length_37759_cov_170.937739	37759	No	NA	56	4	1	Medium-quality	Genome-fragment	82.88	HMM-based (lower-bound)	0.0	1.01	
TC25_k99_4823_fragment_1	12468	No	NA	13	6	0	Low-quality	Genome-fragment	24.62	HMM-based (lower-bound)	0.0	1.0	
TC17_NODE_131_length_29950_cov_4.057942_fragment_1	14752	Yes	10813	16	5	3	Low-quality	Genome-fragment	21.87	HMM-based (lower-bound)	26.7	1.0	
TC21_NODE_203_length_53367_cov_5.498385	53367	No	NA	81	26	0	Medium-quality	Genome-fragment	68.42	HMM-based (lower-bound)	0.0	1.0	
TC42_NODE_39_length_343696_cov_85.432501_fragment_1	199914	No	NA	278	29	8	High-quality	High-quality	97.56	HMM-based (lower-bound)	0.0	1.96	high kmer_freq may indicate large duplication; low-confidence DTR
TC15_NODE_1688_length_5560_cov_0.806737	5560	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TC44_NODE_1601_length_6144_cov_1.427289	6144	No	NA	7	4	0	Low-quality	Genome-fragment	11.44	HMM-based (lower-bound)	0.0	1.0	
TC2_NODE_423_length_39422_cov_64.784425	39422	Yes	29878	63	14	3	Medium-quality	Genome-fragment	63.41	HMM-based (lower-bound)	24.21	1.0	
TC5_NODE_185_length_29760_cov_1.347720	29760	No	NA	36	20	0	Medium-quality	Genome-fragment	53.7	HMM-based (lower-bound)	0.0	1.0	
TC25_k99_6391_fragment_1	43514	Yes	31129	44	22	7	Low-quality	Genome-fragment	43.05	HMM-based (lower-bound)	28.46	1.0	
TC25_k99_4215_fragment_4	14974	No	NA	17	10	1	Low-quality	Genome-fragment	28.29	HMM-based (lower-bound)	0.0	1.0	
TC25_k99_4215_fragment_3	14937	No	NA	22	4	2	Low-quality	Genome-fragment	12.93	HMM-based (lower-bound)	0.0	1.0	
TC12_NODE_174_length_50166_cov_41.372330	50166	No	NA	70	10	3	Medium-quality	Genome-fragment	85.6	HMM-based (lower-bound)	0.0	1.0	
TC25_k99_1955_fragment_1	28774	No	NA	53	14	1	Low-quality	Genome-fragment	36.87	HMM-based (lower-bound)	0.0	1.0	
TC11_NODE_20_length_389567_cov_2.337559_fragment_2	78635	Yes	41704	66	2	12	Low-quality	Genome-fragment	19.32	HMM-based (lower-bound)	46.97	1.0	
TC11_NODE_20_length_389567_cov_2.337559_fragment_1	119091	No	NA	178	6	10	Medium-quality	Genome-fragment	65.06	HMM-based (lower-bound)	0.0	1.0	
TC11_NODE_20_length_389567_cov_2.337559_fragment_3	115353	No	NA	133	2	15	Medium-quality	Genome-fragment	69.89	HMM-based (lower-bound)	0.0	1.0	
TC11_NODE_20_length_389567_cov_2.337559_fragment_4	41970	No	NA	67	2	7	Low-quality	Genome-fragment	31.2	HMM-based (lower-bound)	0.0	1.0	
TC43_NODE_6_length_916318_cov_19.805566_fragment_13	48021	Yes	22392	54	2	10	Low-quality	Genome-fragment	12.82	HMM-based (lower-bound)	53.37	1.0	low-confidence Provirus
TC43_NODE_6_length_916318_cov_19.805566_fragment_8	21558	No	NA	19	1	1	Low-quality	Genome-fragment	14.9	HMM-based (lower-bound)	0.0	1.0	
TC43_NODE_6_length_916318_cov_19.805566_fragment_9	28026	No	NA	24	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TC45_NODE_40_length_342080_cov_15.171442_fragment_3	43303	No	NA	61	17	3	Medium-quality	Genome-fragment	56.59	HMM-based (lower-bound)	0.0	1.0	
TC22_k99_3039	34411	No	NA	56	21	0	Medium-quality	Genome-fragment	74.17	HMM-based (lower-bound)	0.0	1.0	
TC32_NODE_118_length_192110_cov_11.285197_fragment_2	38768	No	NA	48	12	2	Medium-quality	Genome-fragment	52.66	HMM-based (lower-bound)	0.0	1.0	
TC48_NODE_279_length_11086_cov_185.258418	11086	No	NA	16	1	1	Low-quality	Genome-fragment	5.38	HMM-based (lower-bound)	0.0	1.0	
TC29_NODE_17_length_794707_cov_3.780953_fragment_2	45991	Yes	35845	84	12	10	Medium-quality	Genome-fragment	53.14	HMM-based (lower-bound)	22.06	1.0	
TC32_NODE_29_length_671025_cov_11.157456_fragment_2	9253	No	NA	15	4	0	Low-quality	Genome-fragment	9.94	HMM-based (lower-bound)	0.0	1.0	
TC32_NODE_29_length_671025_cov_11.157456_fragment_6	37876	No	NA	30	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
TC44_NODE_27_length_518998_cov_4.360797_fragment_5	44518	No	NA	61	18	1	Medium-quality	Genome-fragment	86.49	HMM-based (lower-bound)	0.0	1.0	
TC44_NODE_27_length_518998_cov_4.360797_fragment_6	14595	No	NA	18	10	0	Low-quality	Genome-fragment	18.42	HMM-based (lower-bound)	0.0	1.0	
TC25_k99_4061_fragment_4	22012	Yes	15421	32	6	7	Low-quality	Genome-fragment	17.19	HMM-based (lower-bound)	29.94	1.0	
TC24_NODE_44_length_384373_cov_2.324318_fragment_6	37259	No	NA	49	14	0	Medium-quality	Genome-fragment	52.44	HMM-based (lower-bound)	0.0	1.0	
TC24_NODE_44_length_384373_cov_2.324318_fragment_2	63998	Yes	59837	110	20	4	Medium-quality	Genome-fragment	79.64	HMM-based (lower-bound)	6.5	1.0	
TC41_NODE_74_length_89040_cov_22.550392_fragment_1	9821	No	NA	15	2	0	Low-quality	Genome-fragment	11.18	HMM-based (lower-bound)	0.0	1.0	
TC20_NODE_27_length_369811_cov_122.340553_fragment_7	27606	Yes	15217	36	10	10	Low-quality	Genome-fragment	20.84	HMM-based (lower-bound)	44.88	1.0	low-confidence Provirus
TC46_NODE_238_length_36911_cov_1.610102	36911	No	NA	50	14	1	Medium-quality	Genome-fragment	54.79	HMM-based (lower-bound)	0.0	1.0	
TC29_NODE_27_length_629482_cov_7.261345_fragment_1	62592	No	NA	77	31	0	Medium-quality	Genome-fragment	84.52	HMM-based (lower-bound)	0.0	1.0	
TC15_NODE_71_length_118908_cov_5.910238_fragment_3	8894	No	NA	12	4	0	Low-quality	Genome-fragment	8.41	HMM-based (lower-bound)	0.0	1.0	
TC11_NODE_638_length_23721_cov_1.229126	23721	No	NA	29	9	0	Low-quality	Genome-fragment	33.13	HMM-based (lower-bound)	0.0	1.0	
TC21_NODE_701_length_10313_cov_0.851168	10313	No	NA	16	3	0	Low-quality	Genome-fragment	15.56	HMM-based (lower-bound)	0.0	1.0	
TC10_NODE_50_length_136832_cov_6.345503_fragment_1	24513	No	NA	29	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TC22_k99_28617_fragment_1	23091	Yes	15092	28	9	8	Low-quality	Genome-fragment	21.09	HMM-based (lower-bound)	34.64	1.0	
TC11_NODE_769_length_18873_cov_2.796010	18873	No	NA	35	6	0	Low-quality	Genome-fragment	39.71	HMM-based (lower-bound)	0.0	1.0	
TC19_k99_20070	6993	No	NA	7	4	0	Low-quality	Genome-fragment	10.63	HMM-based (lower-bound)	0.0	1.0	
TC13_NODE_4_length_946058_cov_11.361694_fragment_9	16814	No	NA	23	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TC13_NODE_4_length_946058_cov_11.361694_fragment_3	9717	No	NA	11	1	1	Low-quality	Genome-fragment	12.46	HMM-based (lower-bound)	0.0	1.0	
TC13_NODE_4_length_946058_cov_11.361694_fragment_1	11984	No	NA	11	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TC25_k99_5031	6236	No	NA	6	5	0	Low-quality	Genome-fragment	5.47	HMM-based (lower-bound)	0.0	1.0	
TC47_NODE_36_length_243073_cov_5.582804_fragment_1	39009	No	NA	52	15	2	Low-quality	Genome-fragment	46.55	HMM-based (lower-bound)	0.0	1.0	
TC50_NODE_6_length_476458_cov_3.813462_fragment_4	11984	No	NA	11	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
TC22_k99_14870_fragment_3	14110	No	NA	17	10	0	Low-quality	Genome-fragment	25.97	HMM-based (lower-bound)	0.0	1.0	
TC43_NODE_30_length_383417_cov_19.387498_fragment_7	30799	Yes	26278	32	7	3	Low-quality	Genome-fragment	22.97	HMM-based (lower-bound)	14.68	1.0	
TC43_NODE_30_length_383417_cov_19.387498_fragment_1	35667	Yes	11778	48	3	10	Low-quality	Genome-fragment	17.34	HMM-based (lower-bound)	66.98	1.0	
TC31_NODE_788_length_9656_cov_1.230454	9656	No	NA	12	1	0	Low-quality	Genome-fragment	16.31	HMM-based (lower-bound)	0.0	1.0	
TC16_NODE_35_length_169955_cov_19.238512_fragment_2	44559	No	NA	62	13	3	Medium-quality	Genome-fragment	61.12	HMM-based (lower-bound)	0.0	1.0	
TC16_NODE_35_length_169955_cov_19.238512_fragment_1	23740	No	NA	25	12	0	Low-quality	Genome-fragment	30.73	HMM-based (lower-bound)	0.0	1.0	
TC33_NODE_49_length_184266_cov_2.241269_fragment_1	57238	No	NA	82	20	1	Medium-quality	Genome-fragment	79.03	HMM-based (lower-bound)	0.0	1.0	
TC2_NODE_245_length_89157_cov_1.930237_fragment_1	34485	Yes	18381	49	10	13	Low-quality	Genome-fragment	26.45	HMM-based (lower-bound)	46.7	1.0	low-confidence Provirus
TC25_k99_8082_fragment_1	35808	No	NA	58	18	1	Medium-quality	Genome-fragment	58.7	HMM-based (lower-bound)	0.0	1.0	
TC9_NODE_817_length_15909_cov_50.093144	15909	Yes	11673	17	2	2	Low-quality	Genome-fragment	21.98	HMM-based (lower-bound)	26.63	1.0	
TC1_NODE_68_length_417780_cov_56.735728_fragment_6	34927	Yes	16773	31	3	9	Low-quality	Genome-fragment	22.16	HMM-based (lower-bound)	51.98	1.0	low-confidence Provirus
TC21_NODE_355_length_25727_cov_3.992500_fragment_1	16556	Yes	6910	12	3	6	Low-quality	Genome-fragment	11.23	HMM-based (lower-bound)	58.26	1.0	
TC2_NODE_5_length_1259620_cov_26.931676_fragment_17	12690	No	NA	13	2	1	Low-quality	Genome-fragment	12.85	HMM-based (lower-bound)	0.0	1.0	
TC31_NODE_172_length_54427_cov_10.006151_fragment_1	6398	No	NA	11	2	0	Medium-quality	Genome-fragment	68.93	HMM-based (lower-bound)	0.0	1.0	
TC5_NODE_144_length_42759_cov_49.104569	42759	No	NA	60	20	0	Medium-quality	Genome-fragment	68.37	HMM-based (lower-bound)	0.0	1.0	
TC45_NODE_99_length_133277_cov_93.720120_fragment_3	48629	Yes	39150	71	16	5	Medium-quality	Genome-fragment	83.19	HMM-based (lower-bound)	19.49	1.0	
